,Photo Date,Photo ID ,Photographed By,Date Plated,Plated By,"Date of Trial
 (Monday)",Set ID,strain,Week Number,Replicate Number,# flies,Sex,"
Plate Type (Treatment (T), Control (C), Grow out Treatment (GoT), Baseline (B))","Dilution         (10-2, 10-3, 10-4, 10-5)",Green Count,Red Count,Total CFU on Plate,count type (digital or analog),Counted By,Recorded By (Notebook),Recorded By (Computer),total consumption (24 hours mm),total consumption (48 hours mm),Total Consumption ,red means (spore or vegetative),green means  (spore or vegetative),green survival,red survival,Notes
1,02/22/18,176 5531,,06/07/17,HB,06/05/17,,,9,1:1,,,C,10-3,43,6,49,analog,KL,FW,FW,,,,spore,vegetative,,,
3,02/22/18,176 5532,,06/07/17,HB,06/05/17,,,9,1:1,,,C,10-4,9,1,10,analog,KL,FW,FW,,,,spore,vegetative,,,
5,02/22/18,176 5530,,06/07/17,HB,06/05/17,,,9,1:1,,,C,10-5,2,0,2,analog,KL,FW,FW,,,,spore,vegetative,,,
7,10/03/17,158 4293,,06/07/17,HMP,06/05/17,,,9,1,,,C,10-3,209,3,212,analog,,FW,FW,,,,spore,vegetative,,,
9,10/03/17,158 4302,,06/07/17,HMP,06/05/17,,,9,1,,,C,10-4,19,1,20,analog,,FW,FW,,,,spore,vegetative,,,"GoT was written on the plate, believed to be incorrect as it was with the others in Treatment stack "
11,10/03/17,158 4297,,06/07/17,HMP,06/05/17,,,9,2,,,C,10-5,1,0,1,analog,,FW,FW,,,,spore,vegetative,,,
13,10/03/17,158 4298,,06/07/17,HMP,06/05/17,,,9,2,,,C,10-3,72,3,75,analog,,FW,FW,,,,spore,vegetative,,,
15,10/03/17,158 4291,,06/07/17,HMP,06/05/17,,,9,2,,,C,10-4,13,0,13,analog,,FW,FW,,,,spore,vegetative,,,"GoT was written on the plate, believed to be incorrect as it was with the others in Treatment stack "
17,10/03/17,158 4300,,06/07/17,HMP,06/05/17,,,9,2,,,C,10-5,0,0,0,analog,,FW,FW,,,,spore,vegetative,,,
19,10/03/17,158 4290,,06/07/17,HMP,06/05/17,,,9,3,,,C,10-3,33,0,33,analog,,FW,FW,,,,spore,vegetative,,,
21,10/03/17,158 4292 ,,06/07/17,HMP,06/05/17,,,9,3,,,C,10-4,1,0,1,analog,,FW,FW,,,,spore,vegetative,,,
23,10/03/17,158 4289,,06/07/17,HMP,06/05/17,,,9,3,,,C,10-5,0,0,0,analog,,FW,FW,,,,spore,vegetative,,,
25,10/25/17,165 4777,,06/07/17,HMP,06/05/17,,,9,4,,,C,10-3,39,0,39,analog,CK,CK,FW,,,,spore,vegetative,,,
27,10/25/17,165 4778,,06/07/17,HMP,06/05/17,,,9,4,,,C,10-4,0,0,0,analog,CK,CK,FW,,,,spore,vegetative,,,
29,10/25/17,165 4779,,06/07/17,HMP,06/05/17,,,9,4,,,C,10-5,20,0,20,analog,CK,CK,FW,,,,spore,vegetative,,,
31,10/25/17,165 4780,,06/07/17,HMP,06/05/17,,,9,5,,,C,10-3,10,0,10,analog,CK,CK,FW,,,,spore,vegetative,,,
33,10/25/17,165 4781,,06/07/17,HMP,06/05/17,,,9,5,,,C,10-4,0,0,0,analog,CK,CK,FW,,,,spore,vegetative,,,
35,10/25/17,165 4782,,06/07/17,HMP,06/05/17,,,9,5,,,C,10-5,0,0,0,analog,CK,CK,FW,,,,spore,vegetative,,,
37,10/25/17,165 4783,,06/07/17,HMP,06/05/17,,,9,6,,,C,10-3,20,0,20,analog,CK,CK,FW,,,,spore,vegetative,,,
39,10/25/17,165 4784,,06/07/17,HMP,06/05/17,,,9,6,,,C,10-4,0,0,0,analog,CK,CK,FW,,,,spore,vegetative,,,
41,10/25/17,165 4785,,06/07/17,HMP,06/05/17,,,9,6,,,C,10-5,0,0,0,analog,CK,CK,FW,,,,spore,vegetative,,,
43,10/25/17,165 4786,,06/07/17,HMP,06/05/17,,,9,7,,,C,10-3,181,3,184,analog,,CK,FW,,,,spore,vegetative,,,
45,10/25/17,165 4787,,06/07/17,HMP,06/05/17,,,9,7,,,C,10-4,7,0,7,analog,,CK,FW,,,,spore,vegetative,,,
47,10/25/17,165 4788,,06/07/17,HMP,06/05/17,,,9,7,,,C,10-5,21,0,21,analog,,CK,FW,,,,spore,vegetative,,,
49,10/25/17,165 4789,,06/07/17,HMP,06/05/17,,,9,8,,,C,10-3,161,4,165,analog,,CK,FW,,,,spore,vegetative,,,
51,10/25/17,165 4790,,06/07/17,HMP,06/05/17,,,9,8,,,C,10-4,17,1,18,analog,,CK,FW,,,,spore,vegetative,,,
53,10/25/17,165 4791,,06/07/17,HMP,06/05/17,,,9,8,,,C,10-5,44,0,44,analog,,CK,FW,,,,spore,vegetative,,,
55,10/25/17,165 4792,,06/07/17,HMP,06/05/17,,,9,9,,,C,10-3,47,1,48,analog,,CK,FW,,,,spore,vegetative,,,
57,10/25/17,165 4793,,06/07/17,HMP,06/05/17,,,9,9,,,C,10-4,3,0,3,analog,,CK,FW,,,,spore,vegetative,,,
59,10/25/17,165 4794,,06/07/17,HMP,06/05/17,,,9,9,,,C,10-5,1,0,1,analog,,CK,FW,,,,spore,vegetative,,,
61,2/22/18,176 5525,,06/07/17,HMP,06/05/17,,,9,10,,,C,10-3,56,4,60,analog,,CK,FW,,,,spore,vegetative,,,
63,2/22/18,176 5526,,06/07/17,HMP,06/05/17,,,9,10,,,C,10-4,5,1,6,analog,,CK,FW,,,,spore,vegetative,,,
65,2/22/18,176 5527,,06/07/17,HMP,06/05/17,,,9,10,,,C,10-5,0,0,0,analog,,CK,FW,,,,spore,vegetative,,,
67,2/22/18,176 5522,,06/07/17,HMP,06/05/17,,,9,11,,,C,10-3,32,0,32,analog,,CK,FW,,,,spore,vegetative,,,
69,2/22/18,176 5523,,06/07/17,HMP,06/05/17,,,9,11,,,C,10-4,4,0,4,analog,,CK,FW,,,,spore,vegetative,,,
71,2/22/18,176 5524,,06/07/17,HMP,06/05/17,,,9,11,,,C,10-5,0,0,0,analog,,CK,FW,,,,spore,vegetative,,,
73,2/22/18,176 5519,,06/07/17,HMP,06/05/17,,,9,12,,,C,10-3,596,4,600,analog,,CK,FW,,,,spore,vegetative,,,
75,2/22/18,176 5520,,06/07/17,HMP,06/05/17,,,9,12,,,C,10-4,139,3,142,analog,,CK,FW,,,,spore,vegetative,,,
77,2/22/18,176 5521,,06/07/17,HMP,06/05/17,,,9,12,,,C,10-5,1,20,21,analog,,CK,FW,,,,spore,vegetative,,,
79,10/03/17,158 4345,,06/07/17,HMP,06/05/17,,,9,13,,,C,10-3,21,0,21,analog,UR,CK,FW,,,,spore,vegetative,,,
81,10/03/17,158 4344,,06/07/17,HMP,06/05/17,,,9,13,,,C,10-4,0,0,0,analog,UR,CK,FW,,,,spore,vegetative,,,
83,10/03/17,158 4342,,06/07/17,HMP,06/05/17,,,9,13,,,C,10-5,0,0,0,analog,UR,CK,FW,,,,spore,vegetative,,,
85,10/03/17,158 4340,,06/07/17,HMP,06/05/17,,,9,14,,,C,10-3,96,3,99,analog,UR,CK,FW,,,,spore,vegetative,,,
87,10/03/17,158 4339,,06/07/17,HMP,06/05/17,,,9,14,,,C,10-4,23,1,24,analog,UR,CK,FW,,,,spore,vegetative,,,
89,10/03/17,158 4338 ,,06/07/17,HMP,06/05/17,,,9,14,,,C,10-5,1,0,1,analog,UR,CK,FW,,,,spore,vegetative,,,
91,10/03/17,158 4336,,06/07/17,HMP,06/05/17,,,9,15,,,C,10-3,198,6,204,analog,UR,CK,FW,,,,spore,vegetative,,,
93,10/03/17,158 4335,,06/07/17,HMP,06/05/17,,,9,15,,,C,10-4,54,2,56,analog,UR,CK,FW,,,,spore,vegetative,,,
95,10/03/17,158 4334,,06/07/17,HMP,06/05/17,,,9,15,,,C,10-5,4,0,4,analog,UR,CK,FW,,,,spore,vegetative,,,
97,10/25/17,165 4813,,06/07/17,HMP,06/05/17,,,9,1,,F,T,10-2,0,0,0,analog,JC,CK,FW,,,0.0,spore,vegetative,,,
99,10/25/17,165 4814,,06/07/17,HMP,06/05/17,,,9,1,,F,T,10-3,0,1,1,analog,JC,CK,FW,,,0.0,spore,vegetative,,,
101,10/25/17,165 4815,,06/07/17,HMP,06/05/17,,,9,1,,F,T,10-4,0,0,0,analog,JC,CK,FW,,,0.0,spore,vegetative,,,
103,10/25/17,165 4816,,06/07/17,HMP,06/05/17,,,9,2,,F,T,10-2,7,0,7,analog,JC,CK,FW,,,0.0,spore,vegetative,,,
105,10/25/17,165 4817,,06/07/17,HMP,06/05/17,,,9,2,,F,T,10-3,3,0,3,analog,JC,CK,FW,,,0.0,spore,vegetative,,,
107,10/25/17,165 4818,,06/07/17,HMP,06/05/17,,,9,2,,F,T,10-4,0,0,0,analog,JC,CK,FW,,,0.0,spore,vegetative,,,
109,10/25/17,165 4819,,06/07/17,HMP,06/05/17,,,9,3,,F,T,10-2,5,39,44,analog,JC,CK,FW,,,0.0,spore,vegetative,,,
111,10/25/17,165 4820,,06/07/17,HMP,06/05/17,,,9,3,,F,T,10-3,3,13,16,analog,JC,CK,FW,,,0.0,spore,vegetative,,,
113,10/25/17,165 4821,,06/07/17,HMP,06/05/17,,,9,3,,F,T,10-4,1,0,1,analog,JC,CK,FW,,,0.0,spore,vegetative,,,
115,10/25/17,165 4795,,06/07/17,HMP,06/05/17,,,9,4,,F,T,10-2,14,220,234,analog,,CK,FW,,,0.0,spore,vegetative,,,
117,10/25/17,165 4796,,06/07/17,HMP,06/05/17,,,9,4,,F,T,10-3,1,33,34,analog,,CK,FW,,,0.0,spore,vegetative,,,
119,10/25/17,165 4797,,06/07/17,HMP,06/05/17,,,9,4,,F,T,10-4,0,2,2,analog,,CK,FW,,,0.0,spore,vegetative,,,
121,10/25/17,165 4798,,06/07/17,HMP,06/05/17,,,9,5,,F,T,10-2,17,8,25,analog,,CK,FW,,,0.0,spore,vegetative,,,
123,10/25/17,165 4799,,06/07/17,HMP,06/05/17,,,9,5,,F,T,10-3,3,1,4,analog,,CK,FW,,,0.0,spore,vegetative,,,
125,10/25/17,165 4800,,06/07/17,HMP,06/05/17,,,9,5,,F,T,10-4,0,2,2,analog,,CK,FW,,,0.0,spore,vegetative,,,
127,10/25/17,165 4801,,06/07/17,HMP,06/05/17,,,9,6,,F,T,10-2,15,30,45,analog,,CK,FW,,,0.0,spore,vegetative,,,
129,10/25/17,165 4802,,06/07/17,HMP,06/05/17,,,9,6,,F,T,10-3,0,3,3,analog,,CK,FW,,,0.0,spore,vegetative,,,
131,10/25/17,165 4803,,06/07/17,HMP,06/05/17,,,9,6,,F,T,10-4,0,0,0,analog,,CK,FW,,,0.0,spore,vegetative,,,
133,10/03/17,158 4315,,06/07/17,HMP,06/05/17,,,9,7,,F,T,10-2,30,24,54,analog,,CK,FW,,,0.0,spore,vegetative,,,
135,10/03/17,158 4314,,06/07/17,HMP,06/05/17,,,9,7,,F,T,10-3,12,13,25,analog,,CK,FW,,,0.0,spore,vegetative,,,
137,10/03/17,158 4313,,06/07/17,HMP,06/05/17,,,9,7,,F,T,10-4,0,1,1,analog,,CK,FW,,,0.0,spore,vegetative,,,
139,10/03/17,158 4312,,06/07/17,HMP,06/05/17,,,9,8,,F,T,10-2,8,15,23,analog,,CK,FW,,,0.0,spore,vegetative,,,
141,10/03/17,158 4311,,06/07/17,HMP,06/05/17,,,9,8,,F,T,10-3,1,7,8,analog,,CK,FW,,,0.0,spore,vegetative,,,
143,10/03/17,158 4310,,06/07/17,HMP,06/05/17,,,9,8,,F,T,10-4,0,0,0,analog,,CK,FW,,,0.0,spore,vegetative,,,
145,10/03/17,158 4307,,06/07/17,HMP,06/05/17,,,9,9,,F,T,10-2,8,24,32,analog,,CK,FW,,,0.0,spore,vegetative,,,
147,10/03/17,158 4305,,06/07/17,HMP,06/05/17,,,9,9,,F,T,10-3,3,8,11,analog,,CK,FW,,,0.0,spore,vegetative,,,
149,10/03/17,158 4304,,06/07/17,HMP,06/05/17,,,9,9,,F,T,10-4,0,2,2,analog,,CK,FW,,,0.0,spore,vegetative,,,
151,10/25/17,165 4822,,06/07/17,HMP,06/05/17,,,9,10,,F,T,10-2,15,47,62,analog,,CK,FW,,,0.0,spore,vegetative,,,
153,10/25/17,165 4823,,06/07/17,HMP,06/05/17,,,9,10,,F,T,10-3,13,12,25,analog,,CK,FW,,,0.0,spore,vegetative,,,
155,10/25/17,165 4824,,06/07/17,HMP,06/05/17,,,9,10,,F,T,10-4,1,1,2,analog,,CK,FW,,,0.0,spore,vegetative,,,
157,10/25/17,165 4825,,06/07/17,HMP,06/05/17,,,9,11,,F,T,10-2,25,98,123,analog,,CK,FW,,,0.0,spore,vegetative,,,
159,10/25/17,165 4826,,06/07/17,HMP,06/05/17,,,9,11,,F,T,10-3,1,13,14,analog,,CK,FW,,,0.0,spore,vegetative,,,
161,10/25/17,165 4827,,06/07/17,HMP,06/05/17,,,9,11,,F,T,10-4,0,12,12,analog,,CK,FW,,,0.0,spore,vegetative,,,
163,10/25/17,165 4828,,06/07/17,HMP,06/05/17,,,9,12,,F,T,10-2,3,9,12,analog,,CK,FW,,,0.0,spore,vegetative,,,
165,10/25/17,165 4829,,06/07/17,HMP,06/05/17,,,9,12,,F,T,10-3,0,2,2,analog,,CK,FW,,,0.0,spore,vegetative,,,
167,10/25/17,165 4830,,06/07/17,HMP,06/05/17,,,9,12,,F,T,10-4,0,0,0,analog,,CK,FW,,,0.0,spore,vegetative,,,contaminated
169,2/22/18,176 5510,,06/07/17,HMP,06/05/17,,,9,13,,F,T,10-2,11,359,370,analog,SC,CK,FW,,,0.0,spore,vegetative,,,
171,2/22/18,176 5511,,06/07/17,HMP,06/05/17,,,9,13,,F,T,10-3,2,34,36,analog,SC,CK,FW,,,0.0,spore,vegetative,,,
173,2/22/18,176 5512,,06/07/17,HMP,06/05/17,,,9,13,,F,T,10-4,0,9,9,analog,SC,CK,FW,,,0.0,spore,vegetative,,,
175,2/22/18,176 5513,,06/07/17,HMP,06/05/17,,,9,14,,F,T,10-2,2,36,38,analog,SC,CK,FW,,,0.0,spore,vegetative,,,
177,2/22/18,176 5514,,06/07/17,HMP,06/05/17,,,9,14,,F,T,10-3,0,1,1,analog,SC,CK,FW,,,0.0,spore,vegetative,,,
179,2/22/18,176 5515,,06/07/17,HMP,06/05/17,,,9,14,,F,T,10-4,0,0,0,analog,SC,CK,FW,,,0.0,spore,vegetative,,,
181,2/22/18,176 5516,,06/07/17,HMP,06/05/17,,,9,15,,F,T,10-2,0,8,8,analog,SC,CK,FW,,,0.0,spore,vegetative,,,
183,2/22/18,176 5517,,06/07/17,HMP,06/05/17,,,9,15,,F,T,10-3,0,1,1,analog,SC,,FW,,,0.0,spore,vegetative,,,
185,2/22/18,176 5518,,06/07/17,HMP,06/05/17,,,9,15,,F,T,10-4,3,0,3,analog,SC,,FW,,,0.0,spore,vegetative,,,
187,10/03/17,158 4333,,06/07/17,HB,06/05/17,,,9,16,,F,T,10-2,19,0,19,analog,,CK,FW,,,0.0,spore,vegetative,,,
189,10/03/17,158 4330,,06/07/17,HB,06/05/17,,,9,16,,F,T,10-3,0,1,1,analog,,CK,FW,,,0.0,spore,vegetative,,,
191,10/03/17,158 4323,,06/07/17,HB,06/05/17,,,9,16,,F,T,10-4,0,0,0,analog,,CK,FW,,,0.0,spore,vegetative,,,
193,10/03/17,158 4332,,06/07/17,HB,06/05/17,,,9,17,,F,T,10-2,5,25,30,analog,,CK,FW,,,0.0,spore,vegetative,,,contaminated
195,10/03/17,158 4327,,06/07/17,HB,06/05/17,,,9,17,,F,T,10-3,0,20,20,analog,,CK,FW,,,0.0,spore,vegetative,,,contaminated
197,10/03/17,158 4320 ,,06/07/17,HB,06/05/17,,,9,17,,F,T,10-4,0,0,0,analog,,CK,FW,,,0.0,spore,vegetative,,,
199,10/03/17,158 4331,,06/07/17,HB,06/05/17,,,9,18,,F,T,10-2,22,8,30,analog,,CK,FW,,,0.0,spore,vegetative,,,
201,10/03/17,158 4325,,06/07/17,HB,06/05/17,,,9,18,,F,T,10-3,14,0,14,analog,,CK,FW,,,0.0,spore,vegetative,,,
203,10/03/17,158 4318,,06/07/17,HB,06/05/17,,,9,18,,F,T,10-4,0,0,0,analog,,CK,FW,,,0.0,spore,vegetative,,,
205,2/22/18,176 5482,,06/07/17,HB,06/05/17,,,9,19,,F,T,10-2,5,125,130,analog,SC,CK,FW,,,0.0,spore,vegetative,,,
207,3/20/18,178 5570,,06/07/17,HB,06/05/17,,,9,19,,F,T,10-3,0,21,21,analog,MR,,,,,0.0,spore,vegetative,,,contaminated
209,3/20/18,178 5571,,,,,,,9,19,,F,T,10-4,0,0,0,analog,MR,,,,,0.0,spore,vegetative,,,contaminated
211,,,,,,,,,9,20,,F,T,10-2,NC,NC,#VALUE!,analog,SC,CK,FW,,,0.0,spore,vegetative,,,contaminated
213,2/22/18,176 5483,,06/07/17,HB,06/05/17,,,9,20,,F,T,10-3,1,1,2,analog,MR,,,,,0.0,spore,vegetative,,,contaminated
215,3/20/18,178 5569,,06/07/17,HB,06/05/17,,,9,20,,F,T,10-4,0,0,0,analog,MR,,,,,0.0,spore,vegetative,,,contaminated
217,2/22/18,176 5484,,06/07/17,HB,06/05/17,,,9,21,,F,T,10-2,1,7,8,analog,SC,CK,FW,,,0.0,spore,vegetative,,,contaminated
219,3/20/18,178 5568,,06/07/17,HB,06/05/17,,,9,21,,F,T,10-3,1,0,1,analog,MR,,,,,0.0,spore,vegetative,,,
221,3/20/18,178 5567,,06/07/17,HB,06/05/17,,,9,21,,F,T,10-4,0,0,0,analog,MR,,,,,0.0,spore,vegetative,,,
223,2/22/18,176 5486,,06/07/17,HB,06/05/17,,,9,22,,F,T,10-2,29,60,89,analog,SC,CK,FW,,,0.0,spore,vegetative,,,
225,3/20/18,179 5566,,06/07/17,HB,06/05/17,,,9,22,,F,T,10-3,1,5,6,analog,KL,,FW,,,0.0,spore,vegetative,,,
227,2/22/18,176 5485,,06/07/17,HB,06/05/17,,,9,22,,F,T,10-4,2,0,2,analog,SC,CK,FW,,,0.0,spore,vegetative,,,contaminated
229,2/22/18,176 5487,,06/07/17,HB,06/05/17,,,9,23,,F,T,10-2,13,17,30,analog,SC,CK,FW,,,0.0,spore,vegetative,,,contaminated
231,3/20/18,176 5565,,06/07/17,HB,06/05/17,,,9,23,,F,T,10-3,2,0,2,analog,MR,,FW,,,0.0,spore,vegetative,,,
233,2/22/18,176 5488,,06/07/17,HB,06/05/17,,,9,23,,F,T,10-4,0,0,0,analog,SC,CK,FW,,,0.0,spore,vegetative,,,contaminated
235,2/22/18,176 5489,,06/07/17,HB,06/05/17,,,9,24,,F,T,10-2,19,18,37,analog,SC,CK,FW,,,0.0,spore,vegetative,,,contaminated
237,3/20/18,178 5564,,06/07/17,HB,06/05/17,,,9,24,,F,T,10-3,7,R,#VALUE!,analog,MR,,,,,0.0,spore,vegetative,,,
239,2/22/18,176 5490,,06/07/17,HB,06/05/17,,,9,24,,F,T,10-4,1,0,1,analog,SC,CK,FW,,,0.0,spore,vegetative,,,contaminated
241,10/03/17,158 4350,,06/07/17,HB,06/05/17,,,9,25,,F,T,10-2,nan,nan,0,analog,,,,,,0.0,spore,vegetative,,,
243,10/03/17,158 4364,,06/07/17,HB,06/05/17,,,9,25,,F,T,10-3,nan,nan,0,analog,,,,,,0.0,spore,vegetative,,,
245,10/03/17,158 4351,,06/07/17,HB,06/05/17,,,9,25,,F,T,10-4,nan,nan,0,analog,,,,,,0.0,spore,vegetative,,,
247,10/03/17,158 4348,,06/07/17,HB,06/05/17,,,9,26,,F,T,10-2,nan,nan,0,analog,,,,,,0.0,spore,vegetative,,,
249,10/03/17,158 4363,,06/07/17,HB,06/05/17,,,9,26,,F,T,10-3,nan,nan,0,analog,,,,,,0.0,spore,vegetative,,,
251,10/03/17,158 4356,,06/07/17,HB,06/05/17,,,9,26,,F,T,10-4,nan,nan,0,analog,,,,,,0.0,spore,vegetative,,,
253,10/03/17,158 4347 ,,06/07/17,HB,06/05/17,,,9,27,,F,T,10-2,nan,nan,0,analog,,,,,,0.0,spore,vegetative,,,
255,10/03/17,158 4360,,06/07/17,HB,06/05/17,,,9,27,,F,T,10-3,nan,nan,0,analog,,,,,,0.0,spore,vegetative,,,
257,10/03/17,158 4358,,06/07/17,HB,06/05/17,,,9,27,,F,T,10-4,nan,nan,0,analog,,,,,,0.0,spore,vegetative,,,
259,10/25/17,165 4804,,06/07/17,HB,06/05/17,,,9,28,,F,T,10-2,0,33,33,analog,,CK,FW,,,0.0,spore,vegetative,,,
261,10/25/17,165 4805,,06/07/17,HB,06/05/17,,,9,28,,F,T,10-3,0,5,5,analog,,CK,FW,,,0.0,spore,vegetative,,,
263,10/25/17,165 4806,,06/07/17,HB,06/05/17,,,9,28,,F,T,10-4,0,0,0,analog,,CK,FW,,,0.0,spore,vegetative,,,
265,10/25/17,165 4807,,06/07/17,HB,06/05/17,,,9,29,,F,T,10-2,29,3,32,analog,,CK,FW,,,0.0,spore,vegetative,,,
267,10/25/17,165 4808,,06/07/17,HB,06/05/17,,,9,29,,F,T,10-3,17,0,17,analog,,CK,FW,,,0.0,spore,vegetative,,,
269,10/25/17,165 4809,,06/07/17,HB,06/05/17,,,9,29,,F,T,10-4,0,0,0,analog,,CK,FW,,,0.0,spore,vegetative,,,
271,10/25/17,165 4810,,06/07/17,HB,06/05/17,,,9,30,,F,T,10-2,20,50,70,analog,,CK,FW,,,0.0,spore,vegetative,,,
273,10/25/17,165 4811,,06/07/17,HB,06/05/17,,,9,30,,F,T,10-3,4,9,13,analog,,CK,FW,,,0.0,spore,vegetative,,,
275,10/25/17,165 4812,,06/07/17,HB,06/05/17,,,9,30,,F,T,10-4,2,0,2,analog,,CK,FW,,,0.0,spore,vegetative,,,
277,10/04/17,159 4412,CK,05/07/17,KMM,,,,9,31,,F,T,10-2,13,46,59,analog,,FW,FW,,,0.0,spore,vegetative,,,contaminated
279,10/04/17,159 4413 ,CK,05/07/17,KMM,,,,9,31,,F,T,10-3,1,11,12,analog,,FW,FW,,,0.0,spore,vegetative,,,contaminated
281,10/04/17,159 4414,CK,05/07/17,KMM,,,,9,31,,F,T,10-4,0,3,3,analog,,FW,FW,,,0.0,spore,vegetative,,,
283,10/04/17,159 4415,CK,05/07/17,KMM,,,,9,32,,F,T,10-2,0,0,0,analog,,FW,FW,,,0.0,spore,vegetative,,,
285,10/04/17,159 4416,CK,05/07/17,KMM,,,,9,32,,F,T,10-3,NC,NC,#VALUE!,analog,,FW,FW,,,0.0,spore,vegetative,,,contaminated
287,10/04/17,159 4417,CK,05/07/17,KMM,,,,9,32,,F,T,10-4,NC,NC,#VALUE!,analog,,FW,FW,,,0.0,spore,vegetative,,,contaminated
289,10/04/17,159 4418,CK,05/07/17,KMM,,,,9,33,,F,T,10-2,13,110,123,analog,,FW,FW,,,0.0,spore,vegetative,,,contaminated
291,10/04/17,159 4419,CK,05/07/17,KMM,,,,9,33,,F,T,10-3,0,13,13,analog,,FW,FW,,,0.0,spore,vegetative,,,
293,10/04/17,159 4420,CK,05/07/17,KMM,,,,9,33,,F,T,10-4,0,3,3,analog,,FW,FW,,,0.0,spore,vegetative,,,contaminated
295,10/04/17,159 4421,CK,05/07/17,KMM,,,,9,34,,F,T,10-2,2,197,199,analog,FP,CK,FW,,,0.0,spore,vegetative,,,
297,10/04/17,159 4422,CK,05/07/17,KMM,,,,9,34,,F,T,10-3,0,39,39,analog,FP,CK,FW,,,0.0,spore,vegetative,,,
299,10/04/17,159 4423,CK,05/07/17,KMM,,,,9,34,,F,T,10-4,0,14,14,analog,FP,CK,FW,,,0.0,spore,vegetative,,,
301,10/04/17,159 4424,CK,05/07/17,KMM,,,,9,35,,F,T,10-2,9,5,14,analog,FP,CK,FW,,,0.0,spore,vegetative,,,
303,10/04/17,159 4425,CK,05/07/17,KMM,,,,9,35,,F,T,10-3,2,1,3,analog,FP,CK,FW,,,0.0,spore,vegetative,,,
305,10/04/17,159 4427,CK,05/07/17,KMM,,,,9,35,,F,T,10-4,0,0,0,analog,FP,CK,FW,,,0.0,spore,vegetative,,,
307,10/04/17,159 4428,CK,05/07/17,KMM,,,,9,36,,F,T,10-2,4,53,57,analog,FP,CK,FW,,,0.0,spore,vegetative,,,
309,10/04/17,159 4429,CK,05/07/17,KMM,,,,9,36,,F,T,10-3,0,0,0,analog,FP,CK,FW,,,0.0,spore,vegetative,,,
311,10/04/17,159 4430,CK,05/07/17,KMM,,,,9,36,,F,T,10-4,0,0,0,analog,FP,CK,FW,,,0.0,spore,vegetative,,,
313,10/04/17,159 4431,CK,05/07/17,KMM,,,,9,37,,F,T,10-2,0,37,37,analog,FP,FW,FW,,,0.0,spore,vegetative,,,contaminated
315,10/04/17,159 4432,CK,05/07/17,KMM,,,,9,37,,F,T,10-3,0,10,10,analog,FP,FW,FW,,,0.0,spore,vegetative,,,contaminated
317,10/04/17,159 4433,CK,05/07/17,KMM,,,,9,37,,F,T,10-4,0,0,0,analog,FP,FW,FW,,,0.0,spore,vegetative,,,contaminated
319,10/04/17,159 4434,CK,05/07/17,KMM,,,,9,38,,F,T,10-2,4,169,173,analog,FP,FW,FW,,,0.0,spore,vegetative,,,contaminated
321,10/04/17,159 4435,CK,05/07/17,KMM,,,,9,38,,F,T,10-3,1,18,19,analog,FP,FW,FW,,,0.0,spore,vegetative,,,contaminated
